split,source,group,duplicate_cluster,source_image,output_image,waldo_boxes
train,Wally-Finder-v5,page:40,page:40,data/roboflow/wally-finder-v5/train/images/40_jpg.rf.4ce3f58f763480d35479ced658ba9c40.jpg,train/images/Wally-Finder-v5_0080.jpg,0
train,Wally-Finder-v5,page:40,page:40,data/roboflow/wally-finder-v5/train/images/40_jpg.rf.bb10b6d21cc80b1b9f91bf541334210f.jpg,train/images/Wally-Finder-v5_0081.jpg,0
train,Wally-Finder-v5,page:40,page:40,data/roboflow/wally-finder-v5/train/images/40_jpg.rf.cd14c9f35d40310cf57c278f4defd838.jpg,train/images/Wally-Finder-v5_0082.jpg,0
train,Wally-Finder-v5,page:40,page:40,data/roboflow/wally-finder-v5/train/images/40_jpg.rf.e66a50065061af57d6b1fbd211f3b0b3.jpg,train/images/Wally-Finder-v5_0083.jpg,0
train,Wally-Finder-v5,page:40,page:40,data/roboflow/wally-finder-v5/train/images/40_jpg.rf.e6ddf430fcf65ad717f0a4c0ad3b0e13.jpg,train/images/Wally-Finder-v5_0084.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/train/images/41_jpeg.rf.b3709db008da574b81f13fdde65e30b3.jpg,train/images/Wally-Finder-v5_0085.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/train/images/41_jpg.rf.634caebd0b45c279d7c069358cd2ffe1.jpg,train/images/Wally-Finder-v5_0086.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/train/images/41_jpg.rf.8216968ebf9c3898dbea65304d38ffb2.jpg,train/images/Wally-Finder-v5_0087.jpg,1
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/train/images/41_jpg.rf.8c57188ecba2cdb28033d1154bfbbe0b.jpg,train/images/Wally-Finder-v5_0088.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/train/images/41_jpg.rf.e2af62603138c92e5de6b2c3b834ceda.jpg,train/images/Wally-Finder-v5_0089.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/train/images/41_jpg.rf.ff9c5c90233c3c30eab9dbcb8694ef74.jpg,train/images/Wally-Finder-v5_0090.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/train/images/42_jpeg.rf.8425c288caec85e2d357e17c669f95c6.jpg,val/images/Wally-Finder-v5_0007.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/train/images/42_jpg.rf.08ef0be77c8b00a9130df7963017a85c.jpg,val/images/Wally-Finder-v5_0008.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/train/images/42_jpg.rf.2a279603b669f3e9bb5880fe7d5c39aa.jpg,val/images/Wally-Finder-v5_0009.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/train/images/42_jpg.rf.b355bc1782fb629c592bcd363f396374.jpg,val/images/Wally-Finder-v5_0010.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/train/images/42_jpg.rf.d81626fd6e910a583473372c64b3bb25.jpg,val/images/Wally-Finder-v5_0011.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/train/images/42_jpg.rf.ff9ebb0ce61a2e2601ec65a49e87ae36.jpg,val/images/Wally-Finder-v5_0012.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/train/images/43_jpeg.rf.1883b0443321d08b3d818bf07502d9e5.jpg,train/images/Wally-Finder-v5_0091.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/train/images/43_jpeg.rf.cdc1b51dff59e92bb09064198615b5f3.jpg,train/images/Wally-Finder-v5_0092.jpg,1
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/train/images/43_jpg.rf.4a4ec3379e75077be9d6caf827432811.jpg,train/images/Wally-Finder-v5_0093.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/train/images/43_jpg.rf.50bb84fd64642e9a6df967631504e4e6.jpg,train/images/Wally-Finder-v5_0094.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/train/images/43_jpg.rf.bf1d39c4b9a4edb1a9b23322fe240b51.jpg,train/images/Wally-Finder-v5_0095.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/train/images/43_jpg.rf.c654d982c6ef776e7aa0808db9a22b5f.jpg,train/images/Wally-Finder-v5_0096.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/train/images/43_jpg.rf.e4d11addf4c67d8d103f82e6d146b73d.jpg,train/images/Wally-Finder-v5_0097.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/train/images/50_jpeg.rf.f15b309ecc91dba39bf180d1a12fbbdc.jpg,train/images/Wally-Finder-v5_0098.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/train/images/50_jpg.rf.2599a10a7ce418438a2d55d494f2f31f.jpg,train/images/Wally-Finder-v5_0099.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/train/images/50_jpg.rf.ac374b0761f1cbfe374e6314ba946220.jpg,train/images/Wally-Finder-v5_0100.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/train/images/50_jpg.rf.c51e10447df1f732e9cf54193c3883bc.jpg,train/images/Wally-Finder-v5_0101.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/train/images/50_jpg.rf.e43c34ca5ed34c828eb9e2c5002bbcdb.jpg,train/images/Wally-Finder-v5_0102.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/train/images/51_jpg.rf.1c9f340c66d18aa9c0f39cb51baba261.jpg,train/images/Wally-Finder-v5_0103.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/train/images/51_jpg.rf.7d1b6d859676939b3ed76ecbe8330584.jpg,train/images/Wally-Finder-v5_0104.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/train/images/51_jpg.rf.c723833c1963a6d286c7027ecea3518f.jpg,train/images/Wally-Finder-v5_0105.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/train/images/51_jpg.rf.fa44eb11068890bc7cdd41dbce20ea24.jpg,train/images/Wally-Finder-v5_0106.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/train/images/52_jpeg.rf.9ba3e5637765f07e802f918de55b21c9.jpg,val/images/Wally-Finder-v5_0013.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/train/images/52_jpg.rf.04df0bc6a6cbea61aa4ca23d43e11ed7.jpg,val/images/Wally-Finder-v5_0014.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/train/images/52_jpg.rf.571d899981373760baa389f57c13a2e9.jpg,val/images/Wally-Finder-v5_0015.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/train/images/52_jpg.rf.6a67dbacab95af3ec114d0b4466c127d.jpg,val/images/Wally-Finder-v5_0016.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/train/images/52_jpg.rf.a02ae91587df6dca80a604b546f84d62.jpg,val/images/Wally-Finder-v5_0017.jpg,1
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/train/images/52_jpg.rf.f5120da16e1fb9d373af223bb63bf037.jpg,val/images/Wally-Finder-v5_0018.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/train/images/52_jpg.rf.fd88cfda21740868865a6c394a520e4e.jpg,val/images/Wally-Finder-v5_0019.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/train/images/53_jpeg.rf.3f209e7631a7c17af317a50938b38d53.jpg,train/images/Wally-Finder-v5_0107.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/train/images/53_jpeg.rf.5c5a9b23a8561f66a6088af05d85e003.jpg,train/images/Wally-Finder-v5_0108.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/train/images/53_jpg.rf.22e1b098088a5abc000f04452283560e.jpg,train/images/Wally-Finder-v5_0109.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/train/images/53_jpg.rf.33926fd70e32893bbc8c3e9844cf93c7.jpg,train/images/Wally-Finder-v5_0110.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/train/images/53_jpg.rf.6d8c134b9b4fd579e5aa0c13c547eeaa.jpg,train/images/Wally-Finder-v5_0111.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/train/images/53_jpg.rf.a51018d2f6c83b8077dc7ee431ff65e1.jpg,train/images/Wally-Finder-v5_0112.jpg,1
test,Wally-Finder-v5,wally-finder-v5:frame-2,wally-finder-v5:frame-2,data/roboflow/wally-finder-v5/train/images/Frame-2_png.rf.daaeb66a7068075925df07a83c2accef.jpg,test/images/Wally-Finder-v5_0027.jpg,3
train,Wally-Finder-v5,wally-finder-v5:group-1-3,wally-finder-v5:group-1-3,data/roboflow/wally-finder-v5/train/images/Group-1-3-_png.rf.96def8ec6d77815633800d020944443c.jpg,train/images/Wally-Finder-v5_0113.jpg,5
train,Wally-Finder-v5,wally-finder-v5:group-5,wally-finder-v5:group-5,data/roboflow/wally-finder-v5/train/images/Group-5_png.rf.4da923e36000ce793b0b2f8432fa2f8f.jpg,train/images/Wally-Finder-v5_0114.jpg,4
val,Wally-Finder-v5,wally-finder-v5:group-6,wally-finder-v5:group-6,data/roboflow/wally-finder-v5/train/images/Group-6_png.rf.032091c478fb277b2073b6d7a060b511.jpg,val/images/Wally-Finder-v5_0020.jpg,4
train,Wally-Finder-v5,wally-finder-v5:group-8,wally-finder-v5:group-8,data/roboflow/wally-finder-v5/train/images/Group-8_png.rf.9dce9a83285bab54b136393609ad072b.jpg,train/images/Wally-Finder-v5_0115.jpg,4
train,Wally-Finder-v5,wally-finder-v5:group-9,wally-finder-v5:group-9,data/roboflow/wally-finder-v5/train/images/Group-9_png.rf.0c3e88919903fcd06a353b5472e69712.jpg,train/images/Wally-Finder-v5_0116.jpg,8
train,Wally-Finder-v5,page:2,page:2,data/roboflow/wally-finder-v5/valid/images/02_jpeg.rf.7b68a2a69f867e4cc53a2f3b41703238.jpg,train/images/Wally-Finder-v5_0117.jpg,0
train,Wally-Finder-v5,page:3,page:3,data/roboflow/wally-finder-v5/valid/images/03_jpg.rf.cba351a9517967fa54489d93cf4579cd.jpg,train/images/Wally-Finder-v5_0118.jpg,0
train,Wally-Finder-v5,page:3,page:3,data/roboflow/wally-finder-v5/valid/images/03_jpg.rf.d74ab2e364225cf726e183453bb0e8d3.jpg,train/images/Wally-Finder-v5_0119.jpg,0
train,Wally-Finder-v5,page:3,page:3,data/roboflow/wally-finder-v5/valid/images/03_jpg.rf.ebdd2a1a9d349fa50dda70be8bcd5dff.jpg,train/images/Wally-Finder-v5_0120.jpg,1
test,Wally-Finder-v5,page:10,page:10,data/roboflow/wally-finder-v5/valid/images/10_jpg.rf.0e98e194a5f7bb1339cb10812dfa1a1c.jpg,test/images/Wally-Finder-v5_0028.jpg,0
test,Wally-Finder-v5,page:10,page:10,data/roboflow/wally-finder-v5/valid/images/10_jpg.rf.b42ec4320e4ee894eb5ed0780abc7bc0.jpg,test/images/Wally-Finder-v5_0029.jpg,0
val,Wally-Finder-v5,page:11,page:11,data/roboflow/wally-finder-v5/valid/images/11_jpeg.rf.ebac2f4c04f8ac330bd88bab65c2a1a6.jpg,val/images/Wally-Finder-v5_0021.jpg,0
val,Wally-Finder-v5,page:11,page:11,data/roboflow/wally-finder-v5/valid/images/11_jpg.rf.67da9ace56d8bf0c23b026aeb899158f.jpg,val/images/Wally-Finder-v5_0022.jpg,0
val,Wally-Finder-v5,page:11,page:11,data/roboflow/wally-finder-v5/valid/images/11_jpg.rf.cce60b13daadc943634cde5c94a757cd.jpg,val/images/Wally-Finder-v5_0023.jpg,1
train,Wally-Finder-v5,page:12,page:12,data/roboflow/wally-finder-v5/valid/images/12_jpg.rf.61aaef5264742a7743bbbdbd3a9aba77.jpg,train/images/Wally-Finder-v5_0121.jpg,0
train,Wally-Finder-v5,page:12,page:12,data/roboflow/wally-finder-v5/valid/images/12_jpg.rf.92fa892400c59987d50ecd4af8db5643.jpg,train/images/Wally-Finder-v5_0122.jpg,0
train,Wally-Finder-v5,page:13,page:13,data/roboflow/wally-finder-v5/valid/images/13_jpg.rf.b8ac68196a581900c454a96d0d913308.jpg,train/images/Wally-Finder-v5_0123.jpg,0
train,Wally-Finder-v5,page:20,page:20,data/roboflow/wally-finder-v5/valid/images/20_jpg.rf.9c6ab972016d1c6e351ca50618690d82.jpg,train/images/Wally-Finder-v5_0124.jpg,0
train,Wally-Finder-v5,page:20,page:20,data/roboflow/wally-finder-v5/valid/images/20_jpg.rf.d4525139972f6b1b1313a0b7da2c90ae.jpg,train/images/Wally-Finder-v5_0125.jpg,0
train,Wally-Finder-v5,page:21,page:21,data/roboflow/wally-finder-v5/valid/images/21_jpeg.rf.138f2b3cd3fd25bff7e7ec35c03ea3b8.jpg,train/images/Wally-Finder-v5_0126.jpg,0
train,Wally-Finder-v5,page:21,page:21,data/roboflow/wally-finder-v5/valid/images/21_jpg.rf.764b064e5f8bfd50e79f34ffa7d71387.jpg,train/images/Wally-Finder-v5_0127.jpg,0
train,Wally-Finder-v5,page:21,page:21,data/roboflow/wally-finder-v5/valid/images/21_jpg.rf.ca0b3b56cd4b569b64a77efd9ba7909c.jpg,train/images/Wally-Finder-v5_0128.jpg,0
test,Wally-Finder-v5,page:22,page:22,data/roboflow/wally-finder-v5/valid/images/22_jpeg.rf.5f4645a037c27aa311eba5a9797af0e9.jpg,test/images/Wally-Finder-v5_0030.jpg,0
test,Wally-Finder-v5,page:22,page:22,data/roboflow/wally-finder-v5/valid/images/22_jpg.rf.1207101cbd77374f6ee9983349ae57a2.jpg,test/images/Wally-Finder-v5_0031.jpg,0
test,Wally-Finder-v5,page:23,page:23,data/roboflow/wally-finder-v5/valid/images/23_jpg.rf.263ec2b6e0688d9999ed208e4e779909.jpg,test/images/Wally-Finder-v5_0032.jpg,0
train,Wally-Finder-v5,page:30,page:30,data/roboflow/wally-finder-v5/valid/images/30_jpg.rf.4198504a6d885cbeabf60f626b0f3543.jpg,train/images/Wally-Finder-v5_0129.jpg,0
train,Wally-Finder-v5,page:30,page:30,data/roboflow/wally-finder-v5/valid/images/30_jpg.rf.7baa1f3765b8bd4463e1cbef768fd6e3.jpg,train/images/Wally-Finder-v5_0130.jpg,0
train,Wally-Finder-v5,page:32,page:32,data/roboflow/wally-finder-v5/valid/images/32_jpg.rf.1d67478de04246a4e212ecc699f2c1d1.jpg,train/images/Wally-Finder-v5_0131.jpg,0
train,Wally-Finder-v5,page:33,page:33,data/roboflow/wally-finder-v5/valid/images/33_jpeg.rf.5b79e99f47eee2eac6b396853f743cd6.jpg,train/images/Wally-Finder-v5_0132.jpg,0
train,Wally-Finder-v5,page:33,page:33,data/roboflow/wally-finder-v5/valid/images/33_jpg.rf.bf012458733e82a58d260e9086535aff.jpg,train/images/Wally-Finder-v5_0133.jpg,0
train,Wally-Finder-v5,page:33,page:33,data/roboflow/wally-finder-v5/valid/images/33_jpg.rf.d6896c3a6bc1b1d50bcf38020a161ef6.jpg,train/images/Wally-Finder-v5_0134.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/valid/images/41_jpeg.rf.dfc377b847ebb41838836a7135a0af29.jpg,train/images/Wally-Finder-v5_0135.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/valid/images/41_jpg.rf.623c9ef5590833bf8354fc7cd25a1d2b.jpg,train/images/Wally-Finder-v5_0136.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/valid/images/42_jpeg.rf.6dd85c72defebe072ac2e765e752d289.jpg,val/images/Wally-Finder-v5_0024.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/valid/images/42_jpg.rf.289257ada95c31ae6e7f87fab943979a.jpg,val/images/Wally-Finder-v5_0025.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/valid/images/42_jpg.rf.bb5c4674f6b22ea8dbc23009e77470fa.jpg,val/images/Wally-Finder-v5_0026.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/valid/images/43_jpg.rf.2fc72571dc6f9572933166857e4650af.jpg,train/images/Wally-Finder-v5_0137.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/valid/images/43_jpg.rf.71fc8d3b939aa0428bd2d9eba10cfeae.jpg,train/images/Wally-Finder-v5_0138.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/valid/images/50_jpg.rf.394513c2d71a4b5d47bc12babb68de3e.jpg,train/images/Wally-Finder-v5_0139.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/valid/images/50_jpg.rf.681bd91592f5e146b8f2359e11d52879.jpg,train/images/Wally-Finder-v5_0140.jpg,1
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/valid/images/50_jpg.rf.948f4db310f0a23799b26c3395b84303.jpg,train/images/Wally-Finder-v5_0141.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/valid/images/51_jpeg.rf.245ea38d9fe5fdbe49c4cb74e82826cf.jpg,train/images/Wally-Finder-v5_0142.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/valid/images/51_jpg.rf.f58de2266d9266cec83c130347b2c55e.jpg,train/images/Wally-Finder-v5_0143.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/valid/images/52_jpg.rf.f3ef6a7372f775e58094c9c4114a2c07.jpg,val/images/Wally-Finder-v5_0027.jpg,1
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/valid/images/53_jpg.rf.f2bbf8214ae299b41acf8fe57597acdb.jpg,train/images/Wally-Finder-v5_0144.jpg,0
train,Wally-Finder-v5,wally-finder-v5:frame-1,wally-finder-v5:frame-1,data/roboflow/wally-finder-v5/valid/images/Frame-1_png.rf.f8485f5410ba69c7148b5234f5fefcf5.jpg,train/images/Wally-Finder-v5_0145.jpg,1
test,Wally-Finder-v5,page:0,page:0,data/roboflow/wally-finder-v5/test/images/00_jpg.rf.1ac1afdf29435958891771c5950faa4e.jpg,test/images/Wally-Finder-v5_0033.jpg,0
test,Wally-Finder-v5,page:0,page:0,data/roboflow/wally-finder-v5/test/images/00_jpg.rf.53d184844545c87d9b4266c5907bd32b.jpg,test/images/Wally-Finder-v5_0034.jpg,0
test,Wally-Finder-v5,page:0,page:0,data/roboflow/wally-finder-v5/test/images/00_jpg.rf.bd234f655fccbd2fcd8a101d983253b5.jpg,test/images/Wally-Finder-v5_0035.jpg,0
train,Wally-Finder-v5,page:1,page:1,data/roboflow/wally-finder-v5/test/images/01_jpg.rf.05ce854139ac09a08b0ae8cd890f204a.jpg,train/images/Wally-Finder-v5_0146.jpg,0
train,Wally-Finder-v5,page:1,page:1,data/roboflow/wally-finder-v5/test/images/01_jpg.rf.64ef83474a250e25214a027d5c062260.jpg,train/images/Wally-Finder-v5_0147.jpg,0
train,Wally-Finder-v5,page:1,page:1,data/roboflow/wally-finder-v5/test/images/01_jpg.rf.beba7a989ad6c2c1ff449d47a893a4c0.jpg,train/images/Wally-Finder-v5_0148.jpg,0
train,Wally-Finder-v5,page:1,page:1,data/roboflow/wally-finder-v5/test/images/01_jpg.rf.d5d114a41c8df1dc63d6e8dbd5a4c519.jpg,train/images/Wally-Finder-v5_0149.jpg,0
train,Wally-Finder-v5,page:1,page:1,data/roboflow/wally-finder-v5/test/images/01_jpg.rf.fab274114da1520979fa99ae1d91199e.jpg,train/images/Wally-Finder-v5_0150.jpg,0
train,Wally-Finder-v5,page:2,page:2,data/roboflow/wally-finder-v5/test/images/02_jpeg.rf.d4e147adc9929ea0dbda6927ff763b20.jpg,train/images/Wally-Finder-v5_0151.jpg,0
test,Wally-Finder-v5,page:10,page:10,data/roboflow/wally-finder-v5/test/images/10_jpg.rf.83a8bec6b75fb88056b2392304d0488a.jpg,test/images/Wally-Finder-v5_0036.jpg,0
test,Wally-Finder-v5,page:10,page:10,data/roboflow/wally-finder-v5/test/images/10_jpg.rf.bcb40ea68fb34e94384dec819bad7438.jpg,test/images/Wally-Finder-v5_0037.jpg,0
test,Wally-Finder-v5,page:10,page:10,data/roboflow/wally-finder-v5/test/images/10_jpg.rf.fbd44f7ab571c1066df41e57b10f3a40.jpg,test/images/Wally-Finder-v5_0038.jpg,0
train,Wally-Finder-v5,page:12,page:12,data/roboflow/wally-finder-v5/test/images/12_jpg.rf.0e0bea8089da7d90388bd89a5cfc2d3d.jpg,train/images/Wally-Finder-v5_0152.jpg,0
train,Wally-Finder-v5,page:12,page:12,data/roboflow/wally-finder-v5/test/images/12_jpg.rf.3a7f27b5696c6851ef764b426bf69692.jpg,train/images/Wally-Finder-v5_0153.jpg,0
train,Wally-Finder-v5,page:13,page:13,data/roboflow/wally-finder-v5/test/images/13_jpg.rf.cde1814289ca07a9579d2ce42ba2cfc3.jpg,train/images/Wally-Finder-v5_0154.jpg,0
train,Wally-Finder-v5,page:20,page:20,data/roboflow/wally-finder-v5/test/images/20_jpeg.rf.7eead5e4dbd6dc83d7e77ff640d182b4.jpg,train/images/Wally-Finder-v5_0155.jpg,0
train,Wally-Finder-v5,page:20,page:20,data/roboflow/wally-finder-v5/test/images/20_jpeg.rf.e758d1f4775c9b52ac431363228b662d.jpg,train/images/Wally-Finder-v5_0156.jpg,0
test,Wally-Finder-v5,page:22,page:22,data/roboflow/wally-finder-v5/test/images/22_jpeg.rf.be3a934533b20c3dee6b9ebda43b1cc9.jpg,test/images/Wally-Finder-v5_0039.jpg,0
test,Wally-Finder-v5,page:23,page:23,data/roboflow/wally-finder-v5/test/images/23_jpg.rf.b7c775482debdc47a25b65b31d0908ed.jpg,test/images/Wally-Finder-v5_0040.jpg,0
train,Wally-Finder-v5,page:30,page:30,data/roboflow/wally-finder-v5/test/images/30_jpg.rf.a1069f663c949c87900dada00963dff2.jpg,train/images/Wally-Finder-v5_0157.jpg,0
train,Wally-Finder-v5,page:31,page:31,data/roboflow/wally-finder-v5/test/images/31_jpg.rf.b24b311362096c4bec07cdf5a5395d68.jpg,train/images/Wally-Finder-v5_0158.jpg,0
train,Wally-Finder-v5,page:33,page:33,data/roboflow/wally-finder-v5/test/images/33_jpg.rf.01153a80698020e0848b29c14a999137.jpg,train/images/Wally-Finder-v5_0159.jpg,0
train,Wally-Finder-v5,page:33,page:33,data/roboflow/wally-finder-v5/test/images/33_jpg.rf.80a10da1a2cec1093842683b12f2fcef.jpg,train/images/Wally-Finder-v5_0160.jpg,0
train,Wally-Finder-v5,page:40,page:40,data/roboflow/wally-finder-v5/test/images/40_jpeg.rf.eb58055e16b1599b66ec96c2c6b8bd17.jpg,train/images/Wally-Finder-v5_0161.jpg,0
train,Wally-Finder-v5,page:40,page:40,data/roboflow/wally-finder-v5/test/images/40_jpg.rf.93cafeec91f0b5aa8e49b2ebfc51a825.jpg,train/images/Wally-Finder-v5_0162.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/test/images/41_jpg.rf.2d4111a468cf7b4cd1d823b306f39aa6.jpg,train/images/Wally-Finder-v5_0163.jpg,0
train,Wally-Finder-v5,page:41,page:41,data/roboflow/wally-finder-v5/test/images/41_jpg.rf.9573a234b6f32fe9abf9dbea262ee11a.jpg,train/images/Wally-Finder-v5_0164.jpg,0
val,Wally-Finder-v5,page:42,page:42,data/roboflow/wally-finder-v5/test/images/42_jpg.rf.104905d4353409df8ce58eb53af2c06f.jpg,val/images/Wally-Finder-v5_0028.jpg,0
train,Wally-Finder-v5,page:43,page:43,data/roboflow/wally-finder-v5/test/images/43_jpg.rf.9df418fbfb6a87ec22c5c28a7958c27b.jpg,train/images/Wally-Finder-v5_0165.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/test/images/50_jpeg.rf.98a7835ed4be7835f8b1f32ca2b3a5cc.jpg,train/images/Wally-Finder-v5_0166.jpg,0
train,Wally-Finder-v5,page:50,page:50,data/roboflow/wally-finder-v5/test/images/50_jpg.rf.542e2f094778c1ca4107df10eb458c16.jpg,train/images/Wally-Finder-v5_0167.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/test/images/51_jpeg.rf.f4071faf52bbe45b4c4c61972a0e4bae.jpg,train/images/Wally-Finder-v5_0168.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/test/images/51_jpg.rf.18a83efb15db70963d166a9ced946582.jpg,train/images/Wally-Finder-v5_0169.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/test/images/51_jpg.rf.991c45fd3f75b35add3e1ebe6fd6d513.jpg,train/images/Wally-Finder-v5_0170.jpg,0
train,Wally-Finder-v5,page:51,page:51,data/roboflow/wally-finder-v5/test/images/51_jpg.rf.c88db261b87aa8880005f8975cc7467a.jpg,train/images/Wally-Finder-v5_0171.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/test/images/52_jpeg.rf.e34e68a2bbd9f26091b2ab4b9ef87630.jpg,val/images/Wally-Finder-v5_0029.jpg,0
val,Wally-Finder-v5,page:52,page:52,data/roboflow/wally-finder-v5/test/images/52_jpg.rf.ffd4eadc44bc60202aa58481122dc703.jpg,val/images/Wally-Finder-v5_0030.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/test/images/53_jpg.rf.3fb56424f82c5daecc327fbeed71bbb4.jpg,train/images/Wally-Finder-v5_0172.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/test/images/53_jpg.rf.832e3b4025726a0fa8b9ec93806ab757.jpg,train/images/Wally-Finder-v5_0173.jpg,0
train,Wally-Finder-v5,page:53,page:53,data/roboflow/wally-finder-v5/test/images/53_jpg.rf.d7220104badb120cb1484cb3de0e93eb.jpg,train/images/Wally-Finder-v5_0174.jpg,0
train,Wally-Finder-v5,wally-finder-v5:group-3,wally-finder-v5:group-3,data/roboflow/wally-finder-v5/test/images/Group-3_png.rf.442ad91da655c1bbc6944b058fc78bf8.jpg,train/images/Wally-Finder-v5_0175.jpg,2
train,Wally-Finder-v5,wally-finder-v5:group-4,wally-finder-v5:group-4,data/roboflow/wally-finder-v5/test/images/Group-4_png.rf.15a2abcc80a66791ac8e433debe6ac8f.jpg,train/images/Wally-Finder-v5_0176.jpg,6
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_0_0.jpg,test/images/Hey-Waldo-negative_0000.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_0_1.jpg,test/images/Hey-Waldo-negative_0001.jpg,0
